text,source,claim_num,group,labeled_text
says tim tebow kneeled in protest of abortion during the national anthem in 2012. he was praised by fans as being a model american.,politifact,1164,3,__label__3 says tim tebow kneeled in protest of abortion during the national anthem in 2012. he was praised by fans as being a model american.
multiple studies all said for decades masks do not work with viruses,politifact,262,1,__label__1 multiple studies all said for decades masks do not work with viruses
silver solution used on strains of coronavirus totally eliminate it kills it deactivates it,politifact,150,1,__label__1 silver solution used on strains of coronavirus totally eliminate it kills it deactivates it
covid is never going away! this is the beach today in raleigh north carolina,politifact,472,1,__label__1 covid is never going away! this is the beach today in raleigh north carolina
says covid 19 remains in the air for eight hours and that everyone is now required to wear masks everywhere,politifact,640,1,__label__1 says covid 19 remains in the air for eight hours and that everyone is now required to wear masks everywhere
chinese people eat human baby soup to improve health.,politifact,1340,3,__label__3 chinese people eat human baby soup to improve health.
"right now we have over 40,000 new jobs in a little over 18 months in missouri.",politifact,1274,3,"__label__3 right now we have over 40,000 new jobs in a little over 18 months in missouri."
dr fauci sat on microsofts board of directors,politifact,550,1,__label__1 dr fauci sat on microsofts board of directors
"three hundred sixty thousand pennsylvanians fought on the side of the union to defeat the flag, that confederate flag, including more black soldiers coming from pennsylvania than any other state in the nation.",politifact,928,2,"__label__2 three hundred sixty thousand pennsylvanians fought on the side of the union to defeat the flag, that confederate flag, including more black soldiers coming from pennsylvania than any other state in the nation."
if we stopped testing right now we'd have very few cases if any,politifact,488,1,__label__1 if we stopped testing right now we'd have very few cases if any
"right now, china controls 80% of all ingredients and raw materials going into our generic prescription drugs.",politifact,1222,3,"__label__3 right now, china controls 80% of all ingredients and raw materials going into our generic prescription drugs."
all us citizens are entitled to $700 usd per week to stay at home to avoid the spread of covid 19 novel coronavirus starting from march 17,politifact,146,1,__label__1 all us citizens are entitled to $700 usd per week to stay at home to avoid the spread of covid 19 novel coronavirus starting from march 17
after discovering a doomsday asteroid was approaching earth world leaders created the covid 19 pandemic in an effort to distract the world population and force everyone to spend time with their families during earth's final days ,snopes,402,1,__label__1 after discovering a doomsday asteroid was approaching earth world leaders created the covid 19 pandemic in an effort to distract the world population and force everyone to spend time with their families during earth's final days 
"speaking about border apprehensions, said we have some of the best numbers we've ever had. southern border, the best numbers we've ever had.",politifact,954,2,"__label__2 speaking about border apprehensions, said we have some of the best numbers we've ever had. southern border, the best numbers we've ever had."
says joe biden just announced on cnn he will completely shut down drilling for oil and natural gas on day one of his administration.,politifact,1269,3,__label__3 says joe biden just announced on cnn he will completely shut down drilling for oil and natural gas on day one of his administration.
says ny gov andrew cuomo rejected buying recommended 16000 ventilators in 2015 for the pandemic for a pandemic established death panels and lotteries instead so he had a chance to buy in 2015 16000 ventilators at a very low price and he turned it down,politifact,659,1,__label__1 says ny gov andrew cuomo rejected buying recommended 16000 ventilators in 2015 for the pandemic for a pandemic established death panels and lotteries instead so he had a chance to buy in 2015 16000 ventilators at a very low price and he turned it down
only 56 coronavirus deaths a day was enough to collapse the world economy even though thousands of people die daily from tuberculosis hepatitis b and other diseases,politifact,463,1,__label__1 only 56 coronavirus deaths a day was enough to collapse the world economy even though thousands of people die daily from tuberculosis hepatitis b and other diseases
"did you see president trumps record turnout? iowa - 32,389 republicans.",politifact,186,2,"__label__2 did you see president trumps record turnout? iowa - 32,389 republicans."
a craigslist ad was soliciting anti-trump protesters in phoenix.,politifact,1147,3,__label__3 a craigslist ad was soliciting anti-trump protesters in phoenix.
it is the decision of the president not governors to open up the states,politifact,608,1,__label__1 it is the decision of the president not governors to open up the states
stay at home orders actually are the law of these states,politifact,143,0,__label__0 stay at home orders actually are the law of these states
us president donald trump implied the obama administration left behind bad broken and obsolete covid 19 diagnostic tests,snopes,751,0,__label__0 us president donald trump implied the obama administration left behind bad broken and obsolete covid 19 diagnostic tests
"speaking of an hiv outbreak in indiana during his time as governor, says we immediately deployed health resources.",politifact,981,2,"__label__2 speaking of an hiv outbreak in indiana during his time as governor, says we immediately deployed health resources."
says coronavirus is just the damn flu,politifact,197,1,__label__1 says coronavirus is just the damn flu
says of president donald trumps actions on the coronavirus: no 1 he fired the pandemic team two years ago no 2 he's been defunding the centers for disease control,politifact,883,0,__label__0 says of president donald trumps actions on the coronavirus: no 1 he fired the pandemic team two years ago no 2 he's been defunding the centers for disease control
young people have a greater chance of being killed by the hpv vaccine than covid 19,politifact,279,1,__label__1 young people have a greater chance of being killed by the hpv vaccine than covid 19
weve still had more deaths to the flu this year than we've had covid 19,politifact,293,1,__label__1 weve still had more deaths to the flu this year than we've had covid 19
40% of the initial small business funds didnt go to small businesses at all.,politifact,1230,3,__label__3 40% of the initial small business funds didnt go to small businesses at all.
a video shows mass graves in italy as a result of the covid 19 pandemic ,snopes,400,1,__label__1 a video shows mass graves in italy as a result of the covid 19 pandemic 
we have one of the lowest mortality rates in the world from covid 19,politifact,122,1,__label__1 we have one of the lowest mortality rates in the world from covid 19
says tom hanks name is on jeffrey epsteins flight logs.,politifact,202,3,__label__3 says tom hanks name is on jeffrey epsteins flight logs.
says wisconsin measures have prevented the death of at least 300 wisconsinites and perhaps as many as 1400 lives,politifact,835,0,__label__0 says wisconsin measures have prevented the death of at least 300 wisconsinites and perhaps as many as 1400 lives
mosquitoes can transfer covid 19 from person to person,politifact,246,1,__label__1 mosquitoes can transfer covid 19 from person to person
asteroid warning: nasa tracks a 4km killer rock on approach - could end human civilisation.,politifact,1285,3,__label__3 asteroid warning: nasa tracks a 4km killer rock on approach - could end human civilisation.
says oprah winfreys house has been seized and they are excavating the property and digging up the tunnels!,politifact,1272,3,__label__3 says oprah winfreys house has been seized and they are excavating the property and digging up the tunnels!
images of crowds and crowded arenas were taken today in tulsa oklahoma,politifact,1153,3,__label__3 images of crowds and crowded arenas were taken today in tulsa oklahoma
 coronavirus stimulus payments termed economic impact payments are taxable and could reduce your 2020 tax refund,snopes,384,1,__label__1  coronavirus stimulus payments termed economic impact payments are taxable and could reduce your 2020 tax refund
says a california surfer was alone in the ocean when he was arrested for violating the states stay at home order,politifact,854,0,__label__0 says a california surfer was alone in the ocean when he was arrested for violating the states stay at home order
the cdc recommends that only people with covid 19 symptoms should wear masks,politifact,219,1,__label__1 the cdc recommends that only people with covid 19 symptoms should wear masks
if your child gets this virus their going to hospital alone in a van with people they dont knowto be with people they dont know you will be at home without them in their time of need,politifact,641,1,__label__1 if your child gets this virus their going to hospital alone in a van with people they dont knowto be with people they dont know you will be at home without them in their time of need
every election year has a disease  sars in 2004; avian flu in 2008; swine flu in 2010; mers in 2012; ebola in 2014 and 2018; zika in 2016 and the coronavirus in 2020,politifact,1,1,__label__1 every election year has a disease  sars in 2004; avian flu in 2008; swine flu in 2010; mers in 2012; ebola in 2014 and 2018; zika in 2016 and the coronavirus in 2020
black cats in vietnam are being killed and consumed as a covid 19 cure,politifact,112,1,__label__1 black cats in vietnam are being killed and consumed as a covid 19 cure
says donald trump tweeted corona vaccine from israel! stock market up! economy even stronger now! besides us israel best at inventions: judaism olives wonderful vaccine will stop corona dead around world cant make vaccines when being bombed not have been possible without peace i created in israel!,politifact,698,1,__label__1 says donald trump tweeted corona vaccine from israel! stock market up! economy even stronger now! besides us israel best at inventions: judaism olives wonderful vaccine will stop corona dead around world cant make vaccines when being bombed not have been possible without peace i created in israel!
bernie sanders in 1963  arrested protesting segregation. joe biden in 1975  passionate speech defending segregation.,politifact,1292,3,__label__3 bernie sanders in 1963  arrested protesting segregation. joe biden in 1975  passionate speech defending segregation.
"says the republican party started in ripon, wis., to counter the democrats plans to expand slavery.",politifact,951,2,"__label__2 says the republican party started in ripon, wis., to counter the democrats plans to expand slavery."
"a mans injuries from falling after police officers shoved him in buffalo, n.y. were staged.",politifact,1192,3,"__label__3 a mans injuries from falling after police officers shoved him in buffalo, n.y. were staged."
"says an image of armed anti-lockdown protesters and an image of unarmed minneapolis protesters being tear gassed were taken in the same state, same month.",politifact,1220,3,"__label__3 says an image of armed anti-lockdown protesters and an image of unarmed minneapolis protesters being tear gassed were taken in the same state, same month."
the simpsons tv show predicted the 2020 new coronavirus outbreak in a 1993 episode ,snopes,441,1,__label__1 the simpsons tv show predicted the 2020 new coronavirus outbreak in a 1993 episode 
advertisements for [scott] milnes travel company allow milne to illegally use corporate funds.,politifact,1136,3,__label__3 advertisements for [scott] milnes travel company allow milne to illegally use corporate funds.
us deaths since 122 (2020): covid 19: 27 flu 4700; abortion: 118000,politifact,663,1,__label__1 us deaths since 122 (2020): covid 19: 27 flu 4700; abortion: 118000
"says gov. tony evers is proposing a new plan, a 150 day shutdown of the state (5 months!) followed by a 120 day extension.",politifact,1237,3,"__label__3 says gov. tony evers is proposing a new plan, a 150 day shutdown of the state (5 months!) followed by a 120 day extension."
us president donald trumps june 20 2020 election rally in tulsa oklahoma during the coronavirus pandemic could be connected to two days of 100 positive covid 19 tests reported in the state more than a week later,snopes,317,1,__label__1 us president donald trumps june 20 2020 election rally in tulsa oklahoma during the coronavirus pandemic could be connected to two days of 100 positive covid 19 tests reported in the state more than a week later
says the coronavirus aid relief and economic security act gives members of congress a pay increase,politifact,648,1,__label__1 says the coronavirus aid relief and economic security act gives members of congress a pay increase
the coronavirus has made it to mississippi and the lady that caught it wasnt around nobody with it which means it is airborne that means if the wind blows it your direction youll have it also,politifact,709,1,__label__1 the coronavirus has made it to mississippi and the lady that caught it wasnt around nobody with it which means it is airborne that means if the wind blows it your direction youll have it also
sen. bernie sanders led the effort to dump vermont's nuclear waste on a poor latino community in texas.,politifact,972,2,__label__2 sen. bernie sanders led the effort to dump vermont's nuclear waste on a poor latino community in texas.
says nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east,politifact,627,1,__label__1 says nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east
pictures and reports of empty hospitals prove covid 19 spread is fake crisis for real government planned agendas,politifact,632,1,__label__1 pictures and reports of empty hospitals prove covid 19 spread is fake crisis for real government planned agendas
video shows democratic presidential candidates speechless for 20 seconds when discussing whether any of them started a business.,politifact,1319,3,__label__3 video shows democratic presidential candidates speechless for 20 seconds when discussing whether any of them started a business.
"quotes gov. gretchen whitmer as saying, now is not the time to live by the constitution, its time to put that damn thing in a shredder.",politifact,1248,3,"__label__3 quotes gov. gretchen whitmer as saying, now is not the time to live by the constitution, its time to put that damn thing in a shredder."
five veterinary labs have their clia certification to officially test human patients there are a lot of labs who are doing surveillance testing that don't need the clia certification,politifact,795,0,__label__0 five veterinary labs have their clia certification to officially test human patients there are a lot of labs who are doing surveillance testing that don't need the clia certification
shows a waitress saying i lost my job but i'll sleep better knowing that the coronavirus relief bill included funding for the kennedy center refugee resettlement pbs and congressional salaries: thanks democrats,politifact,645,1,__label__1 shows a waitress saying i lost my job but i'll sleep better knowing that the coronavirus relief bill included funding for the kennedy center refugee resettlement pbs and congressional salaries: thanks democrats
Antifa and Muslim organizations in summer of 2020 were planning to police the streets of Minneapolis under Muslim rule.,snopes,1012,3,__label__3 Antifa and Muslim organizations in summer of 2020 were planning to police the streets of Minneapolis under Muslim rule.
under the mayors covid 19 order kansas city churchgoers must register with the government,politifact,556,1,__label__1 under the mayors covid 19 order kansas city churchgoers must register with the government
the simpsons' predicted tom hanks getting coronavirus in 2007,politifact,681,1,__label__1 the simpsons' predicted tom hanks getting coronavirus in 2007
governor gretchen whitmer spent the past weekend at her vacation cottage at birch lake violating her own executive order,politifact,577,1,__label__1 governor gretchen whitmer spent the past weekend at her vacation cottage at birch lake violating her own executive order
"first off, its in statute already in hipaa that preexisting conditions are covered.",politifact,1109,3,"__label__3 first off, its in statute already in hipaa that preexisting conditions are covered."
the buffalo protester pushed to the ground had been previously arrested 300 times. 82 times for incitement. riots is what he does for a living.,politifact,1183,3,__label__3 the buffalo protester pushed to the ground had been previously arrested 300 times. 82 times for incitement. riots is what he does for a living.
a lot of people can get an additional $2400 from the cares act and they can do it every month!,politifact,524,1,__label__1 a lot of people can get an additional $2400 from the cares act and they can do it every month!
says bubba watson wrote a viral facebook post about black lives matter.,politifact,1059,3,__label__3 says bubba watson wrote a viral facebook post about black lives matter.
93 of the (covid 19) cases in the state of illinois have come from chicago,politifact,540,1,__label__1 93 of the (covid 19) cases in the state of illinois have come from chicago
says joe biden wants to defund the police.,politifact,1194,3,__label__3 says joe biden wants to defund the police.
during the covid 19 coronavirus pandemic us president donald trump visited a manufacturing plant without wearing a face mask as guns n' roses' rendition of live and let die played on loudspeakers during his visit,snopes,748,0,__label__0 during the covid 19 coronavirus pandemic us president donald trump visited a manufacturing plant without wearing a face mask as guns n' roses' rendition of live and let die played on loudspeakers during his visit
president trump has banned welfare for illegal immigrants which will save $57.4 billion a year.,politifact,1251,3,__label__3 president trump has banned welfare for illegal immigrants which will save $57.4 billion a year.
in north carolina you can be charged with a class h felony for wearing a mask and concealed carrying,politifact,484,1,__label__1 in north carolina you can be charged with a class h felony for wearing a mask and concealed carrying
if you have had a flu shot in the last 3 5 years you will probably test positive for covid 19,politifact,95,1,__label__1 if you have had a flu shot in the last 3 5 years you will probably test positive for covid 19
"The Obama Foundation mysteriously tweeted an image of a protest sign with George Floyd's face on it on May 16 and 17, 2020, more than a week before his death.",snopes,1020,3,"__label__3 The Obama Foundation mysteriously tweeted an image of a protest sign with George Floyd's face on it on May 16 and 17, 2020, more than a week before his death."
the (corona)virus just isnt nearly as deadly as we thought it was,politifact,563,1,__label__1 the (corona)virus just isnt nearly as deadly as we thought it was
us president donald trump said he tested very positively for covid 19 meaning his test results came back negative and he did not have the coronavirus disease,snopes,742,0,__label__0 us president donald trump said he tested very positively for covid 19 meaning his test results came back negative and he did not have the coronavirus disease
says north carolina hospital beds are typically 85 full across the state,politifact,863,0,__label__0 says north carolina hospital beds are typically 85 full across the state
"Racial justice activist Shaun King said statues of ""white Jesus"" should be torn down.",snopes,891,2,"__label__2 Racial justice activist Shaun King said statues of ""white Jesus"" should be torn down."
"An image shows a recruitment flyer for a group seeking to hire ""professional anarchists.""",snopes,1038,3,"__label__3 An image shows a recruitment flyer for a group seeking to hire ""professional anarchists."""
federal agents in portland have been kidnapping and holding citizens without charges.,politifact,206,2,__label__2 federal agents in portland have been kidnapping and holding citizens without charges.
a video shows people in china tearing down a 5g tower in an attempt to stop the spread of covid 19 coronavirus disease ,snopes,392,1,__label__1 a video shows people in china tearing down a 5g tower in an attempt to stop the spread of covid 19 coronavirus disease 
theres a direct correlation between north carolinas mask requirement and covid 19 stabilization,politifact,794,0,__label__0 theres a direct correlation between north carolinas mask requirement and covid 19 stabilization
says it was unquestionably not within his legal authority to postpone illinois primary election by changing the date or shifting to vote by mail,politifact,870,0,__label__0 says it was unquestionably not within his legal authority to postpone illinois primary election by changing the date or shifting to vote by mail
 the uk government has been sending texts informing recipients that they have been issued fines for leaving the house during the coronavirus lockdown,snopes,397,1,__label__1  the uk government has been sending texts informing recipients that they have been issued fines for leaving the house during the coronavirus lockdown
us president donald trump's name will appear on covid 19 stimulus checks ,snopes,766,0,__label__0 us president donald trump's name will appear on covid 19 stimulus checks 
"says joe biden said voting by mail is a way to fundamentally change this country, contradicting past statements by barack obama and debbie wasserman schultz.",politifact,1241,3,"__label__3 says joe biden said voting by mail is a way to fundamentally change this country, contradicting past statements by barack obama and debbie wasserman schultz."
Black Lives Matter activists threatened in social media posts to assassinate white families.,snopes,1028,3,__label__3 Black Lives Matter activists threatened in social media posts to assassinate white families.
theyre furloughing nurses in hospitals in western new york state,politifact,642,1,__label__1 theyre furloughing nurses in hospitals in western new york state
says of covid 19 that dr anthony fauci was telling people on february 29th that there was nothing to worry about and it posed no threat to the us public at large,politifact,612,1,__label__1 says of covid 19 that dr anthony fauci was telling people on february 29th that there was nothing to worry about and it posed no threat to the us public at large
"says that under the law, new york city mayor bill de blasio cant open the citys schools.",politifact,960,2,"__label__2 says that under the law, new york city mayor bill de blasio cant open the citys schools."
says the coronavirus was engineered by scientists in a lab,politifact,725,1,__label__1 says the coronavirus was engineered by scientists in a lab
video shows president donald trump saying covid 19 is democrats new hoax,politifact,683,1,__label__1 video shows president donald trump saying covid 19 is democrats new hoax
says 99 of covid 19 cases are totally harmless,politifact,98,1,__label__1 says 99 of covid 19 cases are totally harmless
lists eight wealthy politicians and public figures who got millions (or close to it) in ppp loans,politifact,804,0,__label__0 lists eight wealthy politicians and public figures who got millions (or close to it) in ppp loans
a meme replicates a nostradamus prophecy foretelling the 2020 covid 19 coronavirus disease pandemic,snopes,406,1,__label__1 a meme replicates a nostradamus prophecy foretelling the 2020 covid 19 coronavirus disease pandemic
says ohio gov mike dewine released 4300 prisoners and is now warning residents of a possible crime wave,politifact,502,1,__label__1 says ohio gov mike dewine released 4300 prisoners and is now warning residents of a possible crime wave
spongebobs license address is jeffrey epsteins private island!,politifact,1071,3,__label__3 spongebobs license address is jeffrey epsteins private island!
the average cost of child care in this country is more than what it costs to send a child to college for one year.,politifact,1056,3,__label__3 the average cost of child care in this country is more than what it costs to send a child to college for one year.
former u.s. vice president richard mentor johnson was a slave owner married to one of his slaves and father of two children with her.,politifact,929,2,__label__2 former u.s. vice president richard mentor johnson was a slave owner married to one of his slaves and father of two children with her.
a meme documents us president donald trump's statements about the covid 19 pandemic in march 2020,snopes,779,0,__label__0 a meme documents us president donald trump's statements about the covid 19 pandemic in march 2020
politicians receive full pay retirement after serving 1 term!,politifact,200,3,__label__3 politicians receive full pay retirement after serving 1 term!
covid 19 is named so because it is the 19th chinese originated viral infectious disease,snopes,134,1,__label__1 covid 19 is named so because it is the 19th chinese originated viral infectious disease
Former U.S. Vice President Joe Biden's 2020 presidential campaign forced the staff of an Iowa public library to remove an American flag.,snopes,1051,3,__label__3 Former U.S. Vice President Joe Biden's 2020 presidential campaign forced the staff of an Iowa public library to remove an American flag.
says the cdc now says that the coronavirus can survive on surfaces for up to 17 days,politifact,40,1,__label__1 says the cdc now says that the coronavirus can survive on surfaces for up to 17 days
"Ã¬Â°Â½Ã­AntifaÃ¬Â°Â½Ã­ posted an ad on the Lincoln, Nebraska, Craigslist website offering to pay protesters Ã¬Â°Â½Ã­to cause as much chaos and destruction as possible.Ã¬Â°Â½Ã­",snopes,1017,3,"__label__3 Ã¬Â°Â½Ã­AntifaÃ¬Â°Â½Ã­ posted an ad on the Lincoln, Nebraska, Craigslist website offering to pay protesters Ã¬Â°Â½Ã­to cause as much chaos and destruction as possible.Ã¬Â°Â½Ã­"
marquette university threatened to rescind students admission over pro-trump tiktok video.,politifact,230,3,__label__3 marquette university threatened to rescind students admission over pro-trump tiktok video.
seven children in senegal died after being administered a covid 19 coronavirus disease vaccine in april 2020 ,snopes,378,1,__label__1 seven children in senegal died after being administered a covid 19 coronavirus disease vaccine in april 2020 
everyone on this stage except amy (klobuchar) and me is either a billionaire or is receiving help from pacs that can do unlimited spending.,politifact,288,2,__label__2 everyone on this stage except amy (klobuchar) and me is either a billionaire or is receiving help from pacs that can do unlimited spending.
gargling with salt water or vinegar 'eliminate' the covid 19 coronavirus from the throat of an infected person's system,snopes,418,1,__label__1 gargling with salt water or vinegar 'eliminate' the covid 19 coronavirus from the throat of an infected person's system
financier george soros owns the lab in wuhan china where the covid 19 coronavirus disease was developed,snopes,391,1,__label__1 financier george soros owns the lab in wuhan china where the covid 19 coronavirus disease was developed
says a photo shows the same exact people at two different beaches in los angeles county and jacksonville fla,politifact,592,1,__label__1 says a photo shows the same exact people at two different beaches in los angeles county and jacksonville fla
"as a lawyer working in korea, nate mcmurray helped send american jobs to asia",politifact,1162,3,"__label__3 as a lawyer working in korea, nate mcmurray helped send american jobs to asia"
"the estate tax would punish family farms and small businesses, forcing them to be sold off instead of passed on to the next generation.",politifact,1086,3,"__label__3 the estate tax would punish family farms and small businesses, forcing them to be sold off instead of passed on to the next generation."
says certain states are banning the sale of alcohol,politifact,647,1,__label__1 says certain states are banning the sale of alcohol
aunt jemima was photographed chained to a table.,politifact,1152,3,__label__3 aunt jemima was photographed chained to a table.
says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of covid 19,politifact,520,1,__label__1 says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of covid 19
says tom hanks was arrested in australia for pedophilia.,politifact,64,3,__label__3 says tom hanks was arrested in australia for pedophilia.
donald trump owned stock in thermo fisher scientific at a time when his presidential administration was advocating for a covid 19 test that uses thermo fisher equipment,snopes,14,1,__label__1 donald trump owned stock in thermo fisher scientific at a time when his presidential administration was advocating for a covid 19 test that uses thermo fisher equipment
united states navy seal team ... helicopter was shot down yesterday in afghanistan and they lost 30 members of the team.,politifact,1180,3,__label__3 united states navy seal team ... helicopter was shot down yesterday in afghanistan and they lost 30 members of the team.
absentee voting is different from mail-in voting and has more protections against fraud.,politifact,1064,3,__label__3 absentee voting is different from mail-in voting and has more protections against fraud.
corona virus claims a black belt chuck norris dead at 80,politifact,492,1,__label__1 corona virus claims a black belt chuck norris dead at 80
a photograph shows two women wearing flu masks during the 1918 pandemic ,snopes,379,1,__label__1 a photograph shows two women wearing flu masks during the 1918 pandemic 
"according to its website black lives matter, inc is not a charity. it is a full-fledged corporation that does not have any locations.",politifact,187,3,"__label__3 according to its website black lives matter, inc is not a charity. it is a full-fledged corporation that does not have any locations."
the better business bureau advised facebook users to reconsider posting high school senior photos in spring 2020 to help protect their online privacy,snopes,763,0,__label__0 the better business bureau advised facebook users to reconsider posting high school senior photos in spring 2020 to help protect their online privacy
i certainly supported barack obama and joe biden. ... i was there both times for them.,politifact,216,2,__label__2 i certainly supported barack obama and joe biden. ... i was there both times for them.
internet trolls attempted to disrupt the iowa caucuses by flooding the phone lines where caucus managers called in results ,snopes,791,0,__label__0 internet trolls attempted to disrupt the iowa caucuses by flooding the phone lines where caucus managers called in results 
@mark warner and his party bosses are calling to defund the police...,politifact,1076,3,__label__3 @mark warner and his party bosses are calling to defund the police...
whole of italy goes into quarantine,politifact,878,0,__label__0 whole of italy goes into quarantine
people vaccinated for seasonal influenza face higher chances of catching sars cov 2 which causes covid 19 or testing positive for the virus when they do not actually have it ,snopes,337,1,__label__1 people vaccinated for seasonal influenza face higher chances of catching sars cov 2 which causes covid 19 or testing positive for the virus when they do not actually have it 
says the 2008 book end of days predicted the current coronavirus outbreak,politifact,719,1,__label__1 says the 2008 book end of days predicted the current coronavirus outbreak
we were slow with the testing but very quick with the travel ban and that's been much more critical in saving lives,politifact,295,1,__label__1 we were slow with the testing but very quick with the travel ban and that's been much more critical in saving lives
"A photograph shows Aracely Henriquez, a woman who was allegedly assaulted by George Floyd in a robbery.",snopes,1016,3,"__label__3 A photograph shows Aracely Henriquez, a woman who was allegedly assaulted by George Floyd in a robbery."
says a video of joe biden and beto orourke at a texas whataburger shows biden looking directly into the camera and promising to take away americans guns if elected.,politifact,1275,3,__label__3 says a video of joe biden and beto orourke at a texas whataburger shows biden looking directly into the camera and promising to take away americans guns if elected.
quotes president donald trump as saying everybody says ive done a tremendous job with covid i think a little gratitude would be nice maybe a big thank you mr president is called for,politifact,455,1,__label__1 quotes president donald trump as saying everybody says ive done a tremendous job with covid i think a little gratitude would be nice maybe a big thank you mr president is called for
two thirds of americans disapprove of donald trump not wearing a face mask in public,politifact,815,0,__label__0 two thirds of americans disapprove of donald trump not wearing a face mask in public
joe biden and the democrats want to prosecute americans for going to church but not for burning a church,politifact,269,1,__label__1 joe biden and the democrats want to prosecute americans for going to church but not for burning a church
pete buttigieg is a favorite candidate of wall street and the health care industry.,politifact,995,2,__label__2 pete buttigieg is a favorite candidate of wall street and the health care industry.
"last year, for the first time in 51 years, the cost of prescription drugs actually went down.",politifact,201,3,"__label__3 last year, for the first time in 51 years, the cost of prescription drugs actually went down."
the cdc readjusted the covid 19 death toll from 60000 down to 37000,snopes,161,1,__label__1 the cdc readjusted the covid 19 death toll from 60000 down to 37000
a photograph shows dr anthony fauci at a baseball game with his mask lowered below his mouth ,snopes,729,0,__label__0 a photograph shows dr anthony fauci at a baseball game with his mask lowered below his mouth 
drinking hot water with lemons will cure or prevent covid 19; drinking hot water with lemons and sodium bicarbonate will alkalize the immune system and cure or prevent covid 19 ,snopes,401,1,__label__1 drinking hot water with lemons will cure or prevent covid 19; drinking hot water with lemons and sodium bicarbonate will alkalize the immune system and cure or prevent covid 19 
says the vatican reports that pope francis tested negative for the coronavirus before a second test came back positive,politifact,702,1,__label__1 says the vatican reports that pope francis tested negative for the coronavirus before a second test came back positive
republicans didn't increase state funding for nursing homes in the last budget.,politifact,1129,3,__label__3 republicans didn't increase state funding for nursing homes in the last budget.
walmart amazon kroger target and costco have not had any reported (coronavirus) cases in the news,politifact,565,1,__label__1 walmart amazon kroger target and costco have not had any reported (coronavirus) cases in the news
A photograph shows razor wire atop a newly constructed security fence outside the White House. ,snopes,1021,3,__label__3 A photograph shows razor wire atop a newly constructed security fence outside the White House. 
"A clip from the animated series ""Sailor Moon"" features the heroes calling police officers ""dirty pigs,"" ""fascists,"" and ""class traitors.""",snopes,1025,3,"__label__3 A clip from the animated series ""Sailor Moon"" features the heroes calling police officers ""dirty pigs,"" ""fascists,"" and ""class traitors."""
"says joe biden plans to mandate net-zero carbon emissions for homes, offices and all new buildings by 2030. that basically means no windows, no nothing.",politifact,1104,3,"__label__3 says joe biden plans to mandate net-zero carbon emissions for homes, offices and all new buildings by 2030. that basically means no windows, no nothing."
chuck woolery wrote on twitter that his son had tested positive for covid 19 ,snopes,205,0,__label__0 chuck woolery wrote on twitter that his son had tested positive for covid 19 
"trump just cut the scheduled federal pay raise, stating that he cant do it now because of serious economic conditions in america.",politifact,34,2,"__label__2 trump just cut the scheduled federal pay raise, stating that he cant do it now because of serious economic conditions in america."
photographs show a homeless shelter with painted social distancing boxes in a las vegas parking lot,snopes,775,0,__label__0 photographs show a homeless shelter with painted social distancing boxes in a las vegas parking lot
the flu didn't kill any americans this year,politifact,508,1,__label__1 the flu didn't kill any americans this year
says republicans just won two congressional seats in north carolina that were not supposed to be won.,politifact,1338,3,__label__3 says republicans just won two congressional seats in north carolina that were not supposed to be won.
"traditionally, the speaker says: members of congress, i have the high privilege and distinct honor of presenting to you the president of the united states. (tonight) speaker pelosi said, members of congress, the president of the united states.",politifact,91,2,"__label__2 traditionally, the speaker says: members of congress, i have the high privilege and distinct honor of presenting to you the president of the united states. (tonight) speaker pelosi said, members of congress, the president of the united states."
"Film director James Cameron said that he chose a cop for the villain of ""Terminator 2"" in part because ""cops think of all non-cops as less than they are.""",snopes,897,2,"__label__2 Film director James Cameron said that he chose a cop for the villain of ""Terminator 2"" in part because ""cops think of all non-cops as less than they are."""
says president donald trump is selling coronavirus themed commemorative coins through the white house gift shop,politifact,564,1,__label__1 says president donald trump is selling coronavirus themed commemorative coins through the white house gift shop
the empire state building displayed a red and white siren light during the covid 19 pandemic ,snopes,776,0,__label__0 the empire state building displayed a red and white siren light during the covid 19 pandemic 
"socialist workers party leader bernie sanders supported ayatollah khomeini against the us, condemned president carter for imperialism, and accused the hostages of being cia spies.",politifact,241,3,"__label__3 socialist workers party leader bernie sanders supported ayatollah khomeini against the us, condemned president carter for imperialism, and accused the hostages of being cia spies."
joe biden wants to end school choice.,politifact,13,3,__label__3 joe biden wants to end school choice.
covid 19 vaccinations which have already killed several youngsters will be required before children will be allowed to return to school ,snopes,315,1,__label__1 covid 19 vaccinations which have already killed several youngsters will be required before children will be allowed to return to school 
a photo shows two italian nurses in a hospital a few days before they got covid 19 and died,politifact,600,1,__label__1 a photo shows two italian nurses in a hospital a few days before they got covid 19 and died
an 800 phone number can be used for tracking the status of coronavirus economic stimulus payments,snopes,387,1,__label__1 an 800 phone number can be used for tracking the status of coronavirus economic stimulus payments
