,id,tweet,label
1555,1556,"Say televangelist Pat Robertson said young ???are doing kinds unnatural things sex organs. When that, transfer kinds chemicals ladies??? private parts that???s I think (corona)virus came from.??�",fake
1556,1557,High death rate Italy taking Ibuprofen.,fake
1559,1560,Asia's richest man Mukesh Ambani's wife Nita Ambani received Rs.500 welfare fund Central Government.,fake
1562,1563,Hand washing: Preventing spread diseases broad conspiracy theory Big Soap doesn’t want know about? #coronavirus,fake
1564,1565,I'm deliver remarks Coronavirus pandemic. Tune watch live: https://t.co/HpaqlEb7D1,fake
1567,1568,The opening ceremony London 2012 Olympics announced new coming.,fake
1568,1569,Smoke Cremation spread #coronavirus Please Do NOT burn DEAD!!!,fake
1570,1571,???The Obama administration decision turned detrimental we???re doing??� coronavirus.,fake
1572,1573,Images medical facility shared claim Indian Army set 1000-bed Rajasthan pandemic.,fake
1574,1575,A WhatsApp message says transmitted wastewater.,fake
1578,1579,A photo shared multiple posts Facebook Twitter alongside claim shows bodies died Italy novel COVID-19.,fake
1579,1580,Singapore lauded response COVID-19. The Government pointed example country doing hasn't closed schools. It recently decided so. So does Singapore's response compare Australia's? https://t.co/7vEvDbFC8R #auspol https://t.co/int1qOZwtP,fake
1581,1582,_Images showing vaccines discovered patented readily available._,fake
1584,1585,"When mosquitoes come everyone,WEAR BUG SPRAY OUTSIDE.I wrong,but I personally think mosquito sucks blood #coronavirus bites you,the spread you.Im smart,but just safe.",fake
1585,1586,A Andorra 2/10/20.,fake
1586,1587,Man Buys Vast Quantity Of Drinking Water https://t.co/SpBZyO6J0x #water #coronavirus,fake
1588,1589,You quality reusable blowing lighter wear it.,fake
1589,1590,US developed miracle drug Remedesivir COVID-19.,fake
1591,1592,"Says Italy arrested ???for intentionally killing 3,000 patients.??�",fake
1592,1593,"A woman calling advocate Reliance Mart, Rani Bagh, Delhi flouting rules, mask, touching multiple products/ packets removed shirt security took out. #IndiaFightsCorona",fake
1593,1594,15 years ago published study chloroquine. It effective COVID-(1),fake
1597,1598,"""Poll Finds 38% Americans Say They Will Not Drink Beer Because Virus.""",fake
1599,1600,"Donald Trump published Twitter account Brazilian president ""Javier"" Bolsonaro ""great guy"" COVID-19 policies leading ""genocide"".",fake
1600,1601,"Trump used word “hoax” hundreds times president reference Mueller recent impeachment. Recent TV ads attacked Trump using ""hoax"" context coronavirus.",fake
1602,1603,A spreading WhatsApp claims 50 guards job oppenings IFEMA Madrid.,fake
1603,1604,@realDonaldTrump Biden overdose chloroquine. stage 4 treatment.,fake
1605,1606,COVID-19 means ‘Certificate Identification Vaccination With Artificial Intelligence,fake
1606,1607,This headline American see: “Trump administration ended early-warning program detect coronaviruses” Donald Trump’s shortsighted actions left nation ill-prepared deal outbreak. https://t.co/P9zT0a3mNg,fake
1609,1610,"""Sinn Féin Have Coronavirus, Pass It On"" Varadkar Tells Media https://t.co/ICl1yFfJn8",fake
1612,1613,_Roche developed COVID-19 vaccine._,fake
1613,1614,Christine Lagarde admits old living long.,fake
1614,1615,Scientists expressing cautious optimism ready late spring 2021 it’s unclear longer distribute widely. https://t.co/sSTQJHMMiG https://t.co/IqF5yEmESA,fake
1617,1618,"Covid-19 lab biological weapon deployed destroy Trump economy. People say ""but Chinese died kill people?"". I'll remind war sacrificing gain people.",fake
1618,1619,Salaries/Pensions employees deducted.,fake
1619,1620,"EXCLUSIVE: University Oxford scientists say passes clinical trials gets approved, plan announce Donald Trump voted office make just really happy https://t.co/B7iU5YOs6q",fake
1620,1621,Burundi 274 COVID-19 death April 30.,fake
1622,1623,"Iran's Supreme Leader Ayatollah Ali Khamenei said US created ""a special version"" ""specifically built Iran using genetic data Iranians obtained different means""",fake
1623,1624,Says Wisconsin???s in-person election caused ???surge??� new,fake
1624,1625,Barack Obama President United States said criminals shouldn't rights.,fake
1631,1632,Northern Ireland COVID-19 rate 10 times Scotland 9 May 2020.,fake
1639,1640,European Health Organization (EHO) announced eating beef cure coronavirus.,fake
1642,1643,"NEW: It’s ""class 4 felony"" carry firearm wearing face prevent spread COVID-19 https://t.co/JkNuD1ANVp",fake
1643,1644,Listen incriminating revelations #Corona conspiracy. Unraveling corroboration Chinese collaboration?👇 https://t.co/47yVvFRQtc,fake
1645,1646,Video West Sumatra residents Indonesia throwing Chinese tourists burning belongings COVID-19 pandemic.,fake
1648,1649,It advise wear surgical reverse make fully effective.,fake
1653,1654,Cuba sent 200.000 doctors world help nations fighting COVID-19 pandemic.,fake
1655,1656,Kenya highest COVID-19 Africa fifth-highest world May 6.,fake
1656,1657,"Sir Cliff Richard says he’s choice self-isolate “coronavirus-infested” fans trying hug street. “I swear cunts trying kill me,” moaned https://t.co/zOAzdEHNT4",fake
1658,1659,The State Georgia Has Become The Nation’s Coronavirus Guinea Pig https://t.co/rKEGe5Eydf #coronavirus #georgia #fruit #georgiapeaches,fake
1659,1660,Brazilian Civil Registry data shows deaths COVID-19 country don't exceed 25 thousand,fake
1661,1662,"Face giving Covid-19 immunity, researchers suggest",fake
1664,1665,Cat Purposely Caught Covid-19 In The Hope Of Killing Off Owner https://t.co/zx6NhxCSDi,fake
1667,1668,@scotthall711 @olegirl2000 @gshell1234 @DonaldJTrumpJr How FROM 19? How died New York New Jersey screwed elderly?? Thats trumps fault right? When trump shut travel...he's racist. Trump puts team figure virus...its diverse enough.,fake
1669,1670,Maduro supported use herbal infusions cure COVID-19.,fake
1672,1673,AG Barr Suggests End Coronavirus Lockdown https://t.co/hjwUmLtXnj,fake
1675,1676,Suggestion Trump urged sick vote COVID-19 pandemic.,fake
1676,1677,"A man attended Tablighi Jamaat event Delhi, India, spit cops intending spread virus.",fake
1677,1678,"Workers worked 1990 2020 right receive relief INR120,000 Ministry Labour Employment.",fake
1680,1681,Claim football star Cristiano Ronaldo converted hotel chain hospitals.,fake
1684,1685,"Trudeau airs rerun, notices https://t.co/k8qSZuw0uL https://t.co/NSjZCsOBvQ",fake
1686,1687,???Coronavirus Hoax Fake Virus Pandemic Fabricated Cover-Up Global Outbreak 5G Syndrome.??�,fake
1687,1688,Minister Health claims case COVID-19 registered Lithuania,fake
1689,1690,#mosquito season here. #dengue rise again. But #Covid19 ? Can mosquitoes spread #Coronavirus ? We #FactCheck https://t.co/sMEv2FFo3f,fake
1692,1693,???Nobody dead corona homes.. They die hospital.??�,fake
1694,1695,The CDC finally confirmed COVID-19 AIRBORNE. It’s maintain wash hands. You MUST wear avoid indoor public spaces possible.,fake
1695,1696,"NEWS! Our disgusting sticky tables catch trap safely, insists Wetherspoons boss https://t.co/7SOdijwc7h https://t.co/UXg1DDlF9u",fake
1697,1698,Dr. VK Srinivas Vice-President Bharath Biotech He taking injection 19 vaccine. They confidence product.,fake
1698,1699,India suing Microsoft founder Bill Gates killed 77000 girls.,fake
1699,1700,"""In real sense, (Oklahoma has) flattened curve. ... The number Oklahoma ??"" it's declined precipitously.""",fake
1701,1702,A link offering registration United States humanitarian aid countries,fake
1702,1703,???First volunteer UK trial died.??�,fake
1703,1704,"Every step way, President Trump ignored experts, downplayed threat COVID-19 posed, misled American — we’re paying price single day. I promise you, I opposite. https://t.co/lok9PvaaFJ",fake
1705,1706,Justin Trudeau promises pay Tamil Nadu (India) government's debt.,fake
1709,1710,"The Brazilian mainstream media did say president Lula said ""fortunately nature created monster called coronavirus"".",fake
1711,1712,19 Kits home linked Tata Health,fake
1714,1715,"By time #coronavirus over, India likely worst impacted country world. Not just numbers alone, shattered ambition economic superpower! #COVIDー19 #Opinion",fake
1715,1716,A record 18 552 new India single takes country’s total confirmed lakh. In view rising number Jharkhand extends till 31 July. #Covid_19 #CoronavirusFacts https://t.co/Upyih50QRh,fake
1716,1717,People Wuhan locked inside houses Chinese government.,fake
1717,1718,Shopkeepers sleeping inside shops Modi govt's handling COVID-19,fake
1721,1722,Korea finished developing 10 minute Covid-19 diagnostic kit ramping production. They plan export 300.000 test-kits -,fake
1722,1723,Raisin prevents clotting helps fight,fake
1723,1724,"Wearing face compulsory China. Break rule mercilessly treated arrest, care old female! 😱😡 Now know China effective able contain #CoViD19 spread! https://t.co/JE7ZyXlMzu",fake
1728,1729,Lame party infects 0 https://t.co/r3iwcQK5fQ,fake
1731,1732,Researchers developed drug cure COVID-19 3 days.,fake
1733,1734,India records 61000 new taking country’s confirmed case tally 20.8 lakh. Whereas Tamil Nadu announces reopening small temples mosques churches dargahs 10 August. #COVID19 #CoronaVirusUpdates https://t.co/aPsTbPowmY,fake
1734,1735,Trump suggests donkey penises cure COVID-19 https://t.co/chj4AYoFuu #donaldtrump #covid19,fake
1735,1736,Air Canada promises 100 bonus Aeroplan Miles passenger gets https://t.co/MpHAJuXNJe https://t.co/H1ZJyZPHEC,fake
1738,1739,Anyone planning celebrate World Steam Week? Don't. Its fake news. Steam doesn't kill Coronavirus cure #COVID19 https://t.co/SMBEds5tru #FactCheck #WorldSteamWeek https://t.co/L2EsCJ1Jsg,fake
1742,1743,“Italian Parliament Calls For The Arrest Bill Gates”,fake
1744,1745,Missing: Anti-Vaxxers https://t.co/qOKHo9kYpO #COVID19 #CoronavirusOutbreak https://t.co/QfOQa8m9FP,fake
1749,1750,???The mainstream media pretended deadly surge thanks Wisconsinites voting.??�,fake
1750,1751,"Report: Outbreak idiocy spreading 10,000 times faster #coronavirus",fake
1751,1752,Use OZONE fight spread CORONA VIRUS.,fake
1754,1755,From random @Facebook posts renowned #yoga gurus. They making self recommendation #COVIDー19 . We #FactCheck https://t.co/d6z0okDOWf,fake
1755,1756,#covid19 #coronavirus #coronavirusupdate unbelievable president. https://t.co/jfqNJrzxGB,fake
1759,1760,Biden said “More cops died killed patrol.” Mostly True. https://t.co/8kGPOkG895,fake
1761,1762,The viral text message claims chemical substances (methylxanthines) required cure COVID-19 tea. Dr. Li Wenliang cure researching death.,fake
1762,1763,Coronavirus Continues Mutate People’s Minds https://t.co/iQWlzR89FE #health #government #news #coronavirus #media #covid19,fake
1764,1765,A video viewed thousands times Facebook posts alongside claim shows Sri Lankan invented rapid kit novel causes disease COVID-19.,fake
1765,1766,"#Great news! Carona ready. Able cure patient 3 hours injection. Hats US Scientists. Trump announced Roche Medical Company launch Sunday, millions of… https://instagram.com/p/B-D-ToxAWxS/?igshid=qrxt7c10mpd8",fake
1766,1767,Wearing long period time cause hypoxia.,fake
1767,1768,Indian State Kerala Opposition leader writes Chief Minister Pinarayi Vijayan adopt methods save stronger immunity COVID-19 infection.,fake
1768,1769,"""It's basically impossible kind compensation you're injured"" COVID-19 vaccine.",fake
1769,1770,.@realDonaldTrump says US globally COVID-19 fight. It isn’t. https://t.co/JY6Ojdjhwy #coronavirus #Covid19 https://t.co/Gf8j2nLjZb,fake
1770,1771,???People defying stay-at-home order Arizona beaches.??�,fake
1772,1773,After hours working medical ward picture Egyptian hero Egyptian White Army.,fake
1776,1777,Dr. Vele Markovski claimd ventilators quarantines doing great harm treating contamination level SAR-Cov-2 extremely low,fake
1779,1780,Vaccines killed 50 million 1918 Spanish flu,fake
1780,1781,"After Months Of Decreased Pollution With Humans In Lockdown, Gorilla Populations Are Starting To Develop Rudimentary Nuclear Weapons",fake
1783,1784,In Philippines Bagong Alyansang Makabayan (Bayan) Secretary General Renato Reyes spotted panic buying S&R Branch.,fake
1784,1785,Coffee cure COVID-19.,fake
1787,1788,_Queen Elizabeth II diagnosed coronavirus._,fake
1788,1789,Covid-19 disrupting pensions https://t.co/XTvwT2cky9,fake
1789,1790,Bill Gates said Catholic religion suspended forever COVID-19 pandemic.,fake
1790,1791,???Fish tank additive treat coronavirus.??�,fake
1795,1796,Proud @BoltsPk team busy packing stuff “COVID 19 Family Support Program”. Ensuring physical well. #EnablementDrive https://t.co/XH8H3Tk5iz,fake
1797,1798,Trump Hails ‘Positive’ Talks With Covid-19 https://t.co/mpUji2GOCl,fake
1798,1799,Garlic water cure novel coronavirus.,fake
1799,1800,"Covaxin update: phase-3 trial Corona's homegrown soon cities, know - https://t.co/26LwAJXEVu https://t.co/2XhFJPZEU2",fake
1804,1805,"“Oh really, meat packing plants unhealthy” asks smug ghost Upton Sinclair #NewsInPhoto #meatpacking #covid19 https://t.co/R2KU4luBDW",fake
1806,1807,No OSHA federal workplace safety agency does say don’t work COVID-19. https://t.co/nEmEpH52DN,fake
1808,1809,There’s evidence American COVID-19 killed 5 Ukrainians. The claim comes site known disinformation. https://t.co/aIruA6x7df,fake
1810,1811,President Trump misconstrued data deaths. As Sept. 3 CDC data 185092 Americans died COVID-19 estimates death toll higher. https://t.co/Ypn6wF35pb,fake
1813,1814,Does vaping reduce chances getting coronavirus?,fake
1815,1816,The Department Health (DOH) reports fake cigarettes spread reached Philippines.,fake
1818,1819,A banner swastika “Trump” “Pence” Michigan protest.,fake
1821,1822,The number COVID-19 deaths Brazil plummeted Minister Justice Sergio Moro ordered Federal Police investigate numbers fabricated.,fake
1823,1824,Russia Reports Huge Spike In Coronavirus Deaths Among Journalists https://t.co/7HghwPhjK4,fake
1824,1825,NEWS! Medical genius Donald Trump discovers COVID-19 numbers don’t https://t.co/2SbrUrTNrY https://t.co/qTLKXqNO2N,fake
1825,1826,Says Vatican confirmed Pope Francis aides coronavirus.,fake
1828,1829,Video shows Muslim women spitting plastic bags throwing houses spread coronavirus.,fake
1829,1830,Vergiflu Now 400 mg. #Vergiflu #favipiravir #IndiaFightsCOVID19 #covid19 #Convergebio #Togetherletsbringthechange https://t.co/DDAlHXdUex,fake
1830,1831,As 69000+ new India’s confirmed case tally rose 28.3 lakh. Union Minister Gajendra Singh Shekhawat coronavirus. 21+ involved rescue operations Kerala plane crash contracted coronavirus. #Covid_19 https://t.co/1w4iPV8XUl,fake
1831,1832,A case novel registered Maranhão Brazil.,fake
1834,1835,A photo shows men crosses ???feel like they???re crucified required stay home.??�,fake
1835,1836,Meghan Markle Donating One Her Royal Crowns To The COVID-19 Cause https://t.co/IsllBOYyP4 #queenelizabethii #princeharry #covid19,fake
1836,1837,Riding In The Time Of Coronavirus: How Single People Are Handling Things https://t.co/9K1qFT3btV,fake
1838,1839,Could Miley Cyrus' vagina Hold Clue To Vaccine? https://t.co/4jQ2DCTDUG,fake
1839,1840,@7notesndreams @srivatsayb India's efforts lmao 🤣..... Efforts make unplanned efforts pay states gst. Efforts destroy lives migrants efforts eat cow dung cow urine efforts fight 21 efforts destroy entire economy efforts thali Bajao . 😭😭😭,fake
1840,1841,_Israel deaths COVID-19; tea lemon bicarbonate cure coronavirus._,fake
1843,1844,"Decision timely, curve begun flatten The nation shown effective, #SavingLives, containing #COVID19 slowing doubling rate We need build gains",fake
1844,1845,Prolonged use causes hypoxia.,fake
1848,1849,_A video shows new patients China._,fake
1852,1853,NEWS! First receive Russian Coronavirus able run 100m seconds https://t.co/AW09dQGO3d https://t.co/WgI4t4WrMs,fake
1853,1854,If Covid-19 azithromycin ivermectin acetylcysteine.,fake
1857,1858,Quarantine ‘North Korean’ style... Shot dead. https://t.co/Lp6aTjU0QS #coronavirus #covid19 #covid_19 #coronavirus #covid19 #covid_19,fake
1858,1859,Looters Maintain Social Distancing While Creating Anarchy https://t.co/FdomXMZPyk #covid19 #dranthonyfauci #looters,fake
1865,1866,40 Flight Crash Victims Test Positive For 19,fake
1868,1869,Immunologist Nobel winner Tasuku Honjo said new isn't natural created Chinese.,fake
1869,1870,Videos showing black attacked Asian shared thousands times online recent weeks. Although Africans living China discrimination linked,fake
1870,1871,"""It decision President,"" governors, ""open states.""",fake
1872,1873,Billionaire Clive Palmer taken ads major mastheads spruiking benefits hydroxychloroquine #COVID19 treatment. And Bill Gates trying microchip all? (Spoiler alert he's not). All latest issue #CoronaCheck: https://t.co/XaDNqUrimF https://t.co/T6ggXfSX3N,fake
1873,1874,Tinder Adds New “COVID-19 Positive” Option For Users https://t.co/8dTAHIjxB8 #sex #dating #coronavirus #covid19 #tinder,fake
1876,1877,The U.S. administration president Obama gave Wuhan Institute Virology US$ 3.7 million,fake
1879,1880,"@Milly_caspaces @adamhamdy If situation like Dr's UK ready prescribe medications offer prophylaxis symptom reduction #COVID19. Drugs like Chloroquine, Hydroxychloroquine, Ivermectin, Doxycycline etc. Such medical networks operation US /elsewhere",fake
1880,1881,Videos hospitals COVID-19 fake.,fake
1883,1884,"There ""only 48"" PCR tests Tokyo May 19th.",fake
1887,1888,"A screen capture cover The New York Times accompanied text assured newspaper branded Government Spain ""communist"".",fake
1889,1890,As India detected #COVID19 March-April 2020 fake misleading claims #pandemic rose. Most common communal rumours followed false guidelines/notifications @boomlivein analysis. https://t.co/Xrey2nCS7N,fake
1891,1892,@zev_dr The engineered optimised human transmission humans. Their zoonotic cover story trashed. Having created want blame else. This woman's explanation entirely trustworthy. Follow money.,fake
1892,1893,The list shows medicines issued Gangaram (India) alleviate symptoms.,fake
1896,1897,"Donald Trump responsible COVID-19, does bear responsibility slow, uncoordinated, bungled response. https://t.co/IUdWpqZncn",fake
1899,1900,"Tablighi Jamaat asked non-vegetarian food defecated open facility located Saharanpur, Uttar Pradesh.",fake
1900,1901,Nokia distributing free phones students amidst,fake
1901,1902,"How got Curfew pass..to wonder PORSCHE Car..w/o mask.. During lockdown..?! Is DMA 2005 stayed ...High hand..?!! If common man violates ..Seize d vehicle.. Partially shows ""Dark face"" administration.. @HMOIndia @JM_Scindia @PMOIndia @CMMadhyaPradesh https://t.co/hWKMZF5Txv",fake
1906,1907,A Popular Florida Beach Has Been Evacuated After Jellyfish Test Positive For The Coronavirus https://t.co/2YXz0BRMLc #coronavirus #beach,fake
1908,1909,Everyone arriving Zimbabwe pay US$60 PCR,fake
1911,1912,"The ""snuck us” adding “a unforeseen thing.”",fake
1913,1914,President Giammattei said country 10000 COVID-19 tests.,fake
1915,1916,Did Clive Palmer ads spruiking hydroxycholoroquine treatment #COVID19 NewsCorp papers recently? @MadMorris runs rule claims ad #CoronaCheck @BreakfastNews https://t.co/37b26ZqBwr,fake
1919,1920,"Donald Trump forgot COVID-19, COVID-19 didn’t forget us. The President couldn’t wish away April, couldn’t tweet away May, can’t ignore away June.",fake
1920,1921,Two members @atletienglish #coronavirus ahead #UCL Quarterfinals!!! Not sure rest team field circumstances! @ChampionsLeague,fake
1923,1924,“Same little boy died COVID-19 different countries. Still don’t believe media #fakenews?”,fake
1924,1925,The author authors leaflet remain anonymous. If source seen similar leaflets mailbox tweet @ us. #coronavirusfacts #datoscoronavirus,fake
1925,1926,A video 14-year-old Indian boy named Abhigya Anand alleged predicted 2019.,fake
1926,1927,Ugandan president announces postponement elections.,fake
1927,1928,"???Now, they???re doing tests airlines ??"" strong tests ??"" getting on, getting off. They???re doing tests trains ??"" getting on, getting off.??�",fake
1928,1929,Bill Gates said ‘thousands die COVID-19 vaccine’,fake
1929,1930,World Health Organization (WHO) advised eating bakery items amid COVID-19 outbreak.,fake
1933,1934,The atheist Italian Julian Urban colleagues converted Christianity wake COVID-19 crisis.,fake
1937,1938,Despite COVID-19 total number deaths Brazil decreased increased compare April 2019 April 2020. This statement backed national Civil Registry data.,fake
1939,1940,"The ""snuck us,??� adding ???a unforeseen thing.??�",fake
1940,1941,"The data scientist designed Florida's COVID-19 dashboard — mobile friendly, removed position refused censor data manipulate numbers. https://t.co/K4j3O8DMDz https://t.co/LevDxDBNOd#covid19 #coronavirus #coronavirusupdate",fake
1942,1943,Bill Gates personally profit COVID-19 owns company plans implant microchips everyone.,fake
1948,1949,Ratan Tata's view Indian Economy bounce economic downfall current COVID-19 situation.,fake
1955,1956,Posts saying centuries pandemics 20's.,fake
1957,1958,Children separated parents treatment.,fake
1958,1959,A study CDC WHO proves face prevent spread virus.,fake
1960,1961,Images shows Indian police beaten migrant workers amid India's commuting,fake
1966,1967,A facebook claims COVID-19 man lab.,fake
1968,1969,Learn Italy. No spaces available hospitals. Please step homes 21 days. #CoronavirusLockdown,fake
1970,1971,"Last year, China, compulsory supposedly hosts digitized virus, causes COVID-19 activated 5G antennas.",fake
1977,1978,#Suspected 19 #Patient run away doctors police Infront #Media Telangana .,fake
1984,1985,Pakistan Prime Minister Imran Khan's wife,fake
1985,1986,A publication affirms created United States kill elderly stop 5G development.,fake
1986,1987,RT @AlexMahadevan: Had great time moderating @mediawise @PolitiFact COVID-19 Q A @AngieHolan @drsanj…,fake
1988,1989,Maroole Online Forum website claiming 14 25 confirmed COVID-19 announced May 7 Oromo political prisoners.,fake
1989,1990,A list precautions issued Indian Council Medical Research (ICMR-Delhi) stay safe COVID-19 virus.,fake
1990,1991,Corona??? Let ppl die I need photographer. Well priorities https://t.co/CXdWqbtl7G https://t.co/BQRvCfnC7Y,fake
1993,1994,Trump offers pardon #NewsInPhoto #covid19 #CoronaVirusNYC https://t.co/LzcG7RfbKh,fake
1994,1995,Claim saying Bill Gates said microchips mandatory travelling COVID-19.,fake
1995,1996,Says Gov. Tony Evers ???removed American flag Capitol building??�,fake
1996,1997,"Claim: Kins died COVID-19 claim insurance Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY) Pradhan Mantri Suraksha Bima Yojana (PMSBY) #PIBFactCheck: PMSBY doesn't cover related deaths, PMJJBY covers deaths certain conditions. https://t.co/aWTg4NiO71",fake
1997,1998,The Plague https://t.co/ljx7vHEbVt #death #china #coronavirus #bats,fake
1998,1999,Video shows police forces beating man roadside lockdown.,fake
1999,2000,Jimmy Kimmel Says That Broadcasting His Show From His Home Totally Depressing https://t.co/NyHWaFpGcy #donaldtrump #tv #coronavirus,fake
2001,2002,Black Magic At Work In Bathroom https://t.co/vhCS7Rgycz #coronavirus #blackmagic,fake
2003,2004,During President Trump’s speech pointed strong economy secure borders response reasons Americans re-elect November. We fact-checked him: https://t.co/69OijAb001 https://t.co/yUJXp8iAQO,fake
2006,2007,summer kill coronavirus.,fake
2009,2010,"Getz Pharma imported 1,000 kits. Closed factory 5 randomly 1,000 7% positive. These patients asymptomatic. #Covid_19 #COVID19Pakistan",fake
2010,2011,Delhi Public School Selling Face Masks For Rs. 400 Each,fake
2013,2014,The headline claims Macedonian Minister Health Venko Filipce party order President SDSM Zoran Zaev prepared protocol election campaign middle crisis.,fake
2014,2015,Muslim People China seeking refuge Islam reading Quran save COVID-19.,fake
2015,2016,"Due COVID-19, Would-Be Robbers Have Trouble Distinguishing Themselves Face Mask-Wearing Customers https://t.co/RcuXXAo8X5 #crime",fake
2016,2017,"There ""15 minors admitted"" COVID-19 Infanta Sofía Hospital Madrid ""Talavera hospital"".",fake
2017,2018,"Collective consciousness"" ACE-2 receptors kills Coronavirus.",fake
2020,2021,"Data http://windy.com shows massive release sulfur dioxide gas outskirts Wuhan, commonly associated burning organic matters. Levels elevated, compared rest China",fake
2025,2026,I better idea: economic relief don't hold hard-earned benefits hostage. https://t.co/b8cT22xGfd,fake
2027,2028,In South Florida ???all children adults remain homes??� coronavirus.,fake
2028,2029,A picture quote attributed Nobel Prize Dénis Mukwege says obliged classify recent demises Covid-19 related deaths.,fake
2029,2030,New York hospitals aren't fungal lung face (which wear slow spread COVID-19). https://t.co/BCN9LiMbm2,fake
2030,2031,A video claims RT-PCR tests used detect COVID-19 aren’t appropriate method.,fake
2033,2034,Infamous Dubliner Janey Mac Tests Positive For Covid-19 https://t.co/8qhT2pVAVm,fake
2036,2037,"@explicitgrande @ftwrharry @wolfiecindy You wear catching viruses bacteria. Keeping warm moist breathing body temperature breath it. Lovely breeding ground bacteria. Leave car, nice warm. Don't wash hands down. Masks shit.",fake
2038,2039,"""Wrong"" COVID-19 case count Orlando Health ""explains 'outbreak' Florida.""",fake
2040,2041,A COVID-19 case diagnosed Umraniye Hospital Istanbul.,fake
2043,2044,Indian Army constructed advanced capacity 1000 beds Barmer Rajasthan cope COVID-19.,fake
2044,2045,I know family 3 #COVIDー19 ago. The father vent &amp; isolated home. They 13 pet cats difficult time option #EmpressMarket guys animal shelter NGO capacity. https://t.co/AFEWD8daQ4,fake
2046,2047,NEWS! Jeremy Corbyn demands open talks https://t.co/El7LXvGJcE https://t.co/53PRucnrhP,fake
2047,2048,Man Faces Impossible Choice Between Protecting Himself From Covid &amp; Looking Like Hardy Bastard https://t.co/FhzmXx4mga,fake
2049,2050,Donating blood result Covid-19,fake
2050,2051,Social media posts COVID-19 punishable offence now.,fake
2056,2057,Corona's Corona-Virus Update https://t.co/DynQSrTPm3,fake
2061,2062,A photo shared hundreds times Facebook alongside claim shows coffins victims Italy.,fake
2062,2063,Chinese spies stole Canadian lab.,fake
2066,2067,If hold breath 10 seconds coughing chest pain good don't COVID-19 If nose clogged runny it's just cold.,fake
2067,2068,"#covid19 #coronavirus #coronaoutbreak Chinese laboratories identified mystery highly infectious new pathogen late December, ordered stop tests, destroy samples suppress news, Chinese media revealed.| https://t.co/CMqyWFcxSW",fake
2068,2069,A video Bill Gates alledgely stating vaccines useful sterilize reduce world population.,fake
2075,2076,Saline water kills new coronavirus.,fake
2076,2077,Japanese Nobel laureate Tasuku Honjo announced man-made.,fake
2077,2078,Spanish hospitals injecting MMS COVID-19 patients cure them.,fake
2078,2079,@briantexan1975 @TheRoar_24 @washingtonpost The lockdowns didn't shut economy down; did. Study study shows it's just market dynamics. Restaurant business remains reopen. Rational choosing eat 1000 Americans dying day. It's simply market.,fake
2079,2080,@sandythapar Covid Virus aur beech Coronil Kit! 😁😁,fake
2081,2082,Viral message shares Indian Council Medical Research (ICMR) latest COVID-19.,fake
2082,2083,Supreme Court approves CBSE’s assessment scheme cancelled class 10 12 exams. So far COVID-19 related death northeastern states: Sikkim Mizoram Manipur Nagaland. #COVID19 #CoronavirusFacts https://t.co/Dsh5hiL3ze,fake
2083,2084,Says Bill O'Reilly wrote claiming created bioweapon Chinese government.,fake
2086,2087,President Uhuru Kenyatta Kenya ordered credit reference bureaus delist Kenyans defaulted loans protect Kenyans economic effects COVID-19.,fake
2087,2088,"President Barack Obama ""signed medical appliance tax forced companies outsource manufacturing gowns gloves ventilaors [sic] China Europe Russia avoid tax.”",fake
2091,2092,Says The New York Times exposed “real reason hype: Crash market harm Trump’s re-election chances.”,fake
2092,2093,"In North Carolina, ???you charged class H felony wearing concealed carrying.??�",fake
2094,2095,"Finally INDIAN student PONDICHERRY university, named RAMU home remedy cure Covid-19 time accepted WHO.",fake
2096,2097,"@Simpsonreport A bio-engineered useful waste... Lockdowns, new gulags.",fake
2098,2099,"""Being exposed sun hours"" kills 2019 coronavirus.",fake
2100,2101,"Imagine better ""wear mask"" mantra 1. ""Google searches buy chloroquine spiked 442% following Donald Trump Elon Musk’s endorsements drug treating COVID-19""",fake
2101,2102,Mosquitoes transfer COVID-19 ???from person??�,fake
2105,2106,???Michigan Governor Gretchen Whitmer bans buying US flags lockdown.??�,fake
2106,2107,In address Indian PM Narendra Modi announced Pradhan Mantri Garib Kalyan Yojana extended till November 2020. West Bengal CM Mamata Banerjee announced free ration poor till June 2021 state. #COVID19 #CoronavirusFacts https://t.co/ml9KWS9BU9,fake
2107,2108,NEWS! People having beer beach blame mishandling crisis https://t.co/9gK6FdObTj https://t.co/ZFyZfiuby1,fake
2108,2109,“I’m Putting The Little Bastards Up For Adoption”: Read Some Of Ireland’s Heartwarming Covid-19 Stories https://t.co/hBMTmlk06o,fake
2110,2111,U.S. Coronavirus Deaths Top 1100 For A Third Day In A Row https://t.co/zcGJFVuEWy,fake
2111,2112,"@Juillet_Dix Sweden‘s covid19 spiking face distancing. And Covid, just Hydroxychloroquine &amp; zinc it‘s gone 6 days.",fake
2113,2114,Inhaling Hot Water Steam Kills Virus - Homemade,fake
2115,2116,"???China blame culture eat bats snakes dogs things like that, viruses transmitted animal that's China source lot viruses like SARS, like MERS, Swine Flu coronavirus.??�",fake
2117,2118,"Everyone knows we're facing real crisis coronavirus. But know got need next? Ron Klain, White House Ebola Response Coordinator, breaks us: https://t.co/XRkIw2EzM4",fake
2118,2119,COVID-19 flooded Bihar,fake
